id,custom_name,lat,long
1,Microsoft - Hyderabad region (Kottur),17.15129,78.28624
2,Reliance - Jamnagar AI DC (GW-scale),22.47324,70.05521
3,Google - Visakhapatnam AI hub,17.81025,83.35402
4,Sify - Lucknow DC,26.83810,80.93460
