local_day,latitude,longitude,irt_shade_day_mean,irt_shade_day_peak,irt_swbgt_day_mean,irt_swbgt_day_peak,bernard_day_mean,bernard_day_peak,liljegren_day_mean,liljegren_day_peak,t_c_day_mean,t_c_day_peak,rh_day_mean,irt_shade_deployed,irt_swbgt_deployed
2024-05-21,17.25,77.75,27.066532863146083,29.434960932020033,32.62039055650678,35.101573628684925,27.117336038368595,29.391021189663213,28.570049392295697,33.89042843575214,30.86969,35.847565,65.22500009328577,27.207879557129154,32.849571064725524
2024-05-21,17.25,78.0,26.852434463378717,29.24637567929443,32.36487200662472,34.903063613970616,26.907844397710026,29.211225152125607,28.277747777951735,33.18547074042061,30.561502,35.453033,65.83240226763036,26.98630393193281,32.5801314984236
2024-05-21,17.25,78.25,26.83667897963026,29.108570450116204,32.26705228257341,34.555720987180386,26.886925448295216,29.055664954421587,28.180431611559612,32.695477388841255,30.889954,36.066315,63.1985606406821,26.99504320178093,32.51946579756177
2024-05-21,17.25,78.5,27.05828927275911,29.21603669742641,32.43772415456217,34.51134579705311,27.09479437462556,29.14498671961867,28.305346179302404,32.30007688858524,31.613993,36.93338,59.874395357272185,27.28129141869766,32.78892562020877
2024-05-21,17.25,78.75,27.6084907564824,29.35843712656088,33.05955803857906,34.57831948522984,27.629789771486774,29.279385956972746,28.803873086348244,32.48270079992369,32.560528,37.77713,57.86076890383692,27.914048571150595,33.538782954258316
2024-05-21,17.25,79.0,28.41217244554105,30.252561393736933,34.080398893247114,35.728024654010234,28.421014387047475,30.1582733459339,29.634608233072417,33.192974760285836,33.501526,38.849396,57.3738630922955,28.7218666367176,34.57805416096847
2024-05-21,17.25,79.25,28.742350735571666,30.77146366354986,34.58653627997352,36.633660990229366,28.75139783138529,30.683090743380983,30.014484236221552,33.76365718507844,33.548157,38.63614,59.124376757985836,28.984295667208933,34.99107632519318
2024-05-21,17.25,79.5,28.794286138852755,30.7952015145096,34.804709308180314,36.97327460087072,28.815457785677722,30.737841397976613,30.158221112141963,34.151162950567596,33.019104,37.61856,62.97765567765956,28.963008995912805,35.10056275960755
2024-05-21,17.25,79.75,28.890928824373756,30.77238582138211,35.0298953191974,37.1072701569718,28.918306612285225,30.73458463772108,30.30416588348291,34.57386770605359,32.753723,37.083405,65.6546814517017,29.03238188639412,35.28675415804119
2024-05-21,17.25,80.0,28.990717589433416,30.864675030163916,35.23108964776775,37.17858267045864,29.02015428277934,30.81672266852116,30.44548697998775,35.356026142855455,32.598614,36.92325,67.69132344830479,29.124194165196826,35.480546032483716
2024-05-21,17.25,80.25,29.02782359905272,31.02633630553992,35.315823828307664,37.439733320320116,29.057131740279427,30.982997952565228,30.275537851364486,34.512777879615896,32.492573,36.909576,68.89666142212931,29.163182757348054,35.57371652135976
2024-05-21,17.25,80.5,29.035412639769916,30.987190125378575,35.28562177959231,37.30406296242127,29.060688063218496,30.93494658549305,30.303418563946224,34.684497203343085,32.63564,37.134186,67.96231435450999,29.190761508146963,35.58118766801592
2024-05-21,17.25,80.75,28.97922683313243,30.90973896144679,35.21568314896503,37.16153931056756,29.005824505533138,30.854411989748826,30.227310754791826,34.71371831277912,32.549458,37.181427,68.20738721517647,29.1374972158641,35.51581972846487
