id,custom_name,lat,long
1,"Ambattur Industrial Estate - STT GDC India, CtrlS",13.09524,80.16717
2,"SIPCOT IT Park, Siruseri - STT GDC India, Sify, AdaniConneX",12.82358,80.22215
