state,scenario,period,ruler,unweighted_mean,area_weighted_mean,delta_area_minus_unweighted,n_districts_scored,n_districts_with_area
Haryana,ssp245,2020-2040,linear,53.34977852093841,53.89026758332468,0.5404890623862713,22,22
Haryana,ssp245,2040-2060,linear,63.008998685829695,63.49593098340249,0.48693229757279255,22,22
Haryana,ssp245,2060-2080,linear,70.52280156564574,71.08318917333047,0.5603876076847314,22,22
Haryana,ssp585,2020-2040,linear,54.39359959469212,54.85832482135258,0.46472522666046245,22,22
Haryana,ssp585,2040-2060,linear,68.2259820890669,68.70970028867701,0.4837181996101094,22,22
Haryana,ssp585,2060-2080,linear,82.93927282225529,83.38406237509086,0.444789552835573,22,22
Himachal Pradesh,historical,1990-2010,linear,15.274860675425423,8.454696859031875,-6.820163816393547,12,12
Himachal Pradesh,ssp245,2020-2040,linear,26.20012038686762,19.045822168160388,-7.154298218707233,12,12
Himachal Pradesh,ssp245,2040-2060,linear,34.873261775493226,27.176964013613233,-7.696297761879993,12,12
Himachal Pradesh,ssp245,2060-2080,linear,42.6847966394441,34.59462327250607,-8.090173366938032,12,12
Himachal Pradesh,ssp585,2020-2040,linear,27.029323047660938,19.94471464222124,-7.084608405439699,12,12
Himachal Pradesh,ssp585,2040-2060,linear,41.04177877584892,33.091756428941345,-7.9500223469075735,12,12
Himachal Pradesh,ssp585,2060-2080,linear,55.56813851722172,46.81081012425905,-8.75732839296267,12,12
Jammu & Kashmir,historical,1990-2010,linear,12.661403753894598,11.285597085386511,-1.375806668508087,22,22
Jammu & Kashmir,ssp245,2020-2040,linear,22.964469236624485,21.37888623922588,-1.5855829973986033,22,22
Jammu & Kashmir,ssp245,2040-2060,linear,30.69074182834462,28.920148472760662,-1.7705933555839586,22,22
Jammu & Kashmir,ssp245,2060-2080,linear,38.160811826877,36.2371523987658,-1.9236594281112005,22,22
Jammu & Kashmir,ssp585,2020-2040,linear,23.737767916955395,22.13417916829458,-1.6035887486608154,22,22
Jammu & Kashmir,ssp585,2040-2060,linear,36.76654503092424,34.849084978059075,-1.9174600528651666,22,22
Jammu & Kashmir,ssp585,2060-2080,linear,50.80077583228944,48.75998055994561,-2.0407952723438285,22,22
Jharkhand,historical,1990-2010,linear,41.45840089668926,41.44786527636715,-0.010535620322109196,24,24
Jharkhand,ssp245,2020-2040,linear,50.21606934345229,50.27017108746993,0.05410174401764323,24,24
Jharkhand,ssp245,2040-2060,linear,61.665126150657535,61.59795261393689,-0.06717353672064519,24,24
Jharkhand,ssp245,2060-2080,linear,69.22470547186576,69.11875080137872,-0.1059546704870371,24,24
Jharkhand,ssp585,2020-2040,linear,50.90872465559522,50.91809537487511,0.009370719279885975,24,24
Jharkhand,ssp585,2040-2060,linear,67.40330441625103,67.30830891168765,-0.09499550456338568,24,24
Jharkhand,ssp585,2060-2080,linear,83.98693180362217,83.92980678164031,-0.05712502198186087,24,24
Karnataka,historical,1990-2010,linear,36.85952952874988,37.473635557821304,0.6141060290714222,31,31
Karnataka,ssp245,2020-2040,linear,48.286222308132174,48.87296139296591,0.5867390848337379,31,31
Karnataka,ssp245,2040-2060,linear,58.39779338756344,59.02252950360613,0.6247361160426905,31,31
Karnataka,ssp245,2060-2080,linear,67.24430472866823,67.88593326365988,0.6416285349916535,31,31
Karnataka,ssp585,2020-2040,linear,48.89326467555397,49.49478344626103,0.6015187707070595,31,31
Karnataka,ssp585,2040-2060,linear,66.0768405724307,66.72706057449064,0.6502200020599389,31,31
Karnataka,ssp585,2060-2080,linear,81.21136635899896,81.88173232990981,0.6703659709108507,31,31
Kerala,historical,1990-2010,linear,33.5336385273048,33.34863054102682,-0.18500798627798076,14,14
Kerala,ssp245,2020-2040,linear,47.94253655833514,47.39801810276135,-0.5445184555737939,14,14
Kerala,ssp245,2040-2060,linear,60.063891185642625,59.264824997499,-0.7990661881436267,14,14
Kerala,ssp245,2060-2080,linear,69.68091741401211,68.7494013808177,-0.9315160331944128,14,14
Kerala,ssp585,2020-2040,linear,48.814866678213775,48.242952721198414,-0.5719139570153615,14,14
Kerala,ssp585,2040-2060,linear,68.82598510847379,67.94141103703132,-0.8845740714424721,14,14
Kerala,ssp585,2060-2080,linear,81.80848158525596,81.40331830160126,-0.40516328365470144,14,14
Ladakh,historical,1990-2010,linear,0.10457573082378328,0.08913562616568757,-0.015440104658095713,2,2
Ladakh,ssp245,2020-2040,linear,8.86741595939353,8.646100149068612,-0.2213158103249171,2,2
Ladakh,ssp245,2040-2060,linear,14.501565042161838,14.114662988458942,-0.38690205370289554,2,2
Ladakh,ssp245,2060-2080,linear,19.933803589661885,19.41261279265979,-0.5211907970020953,2,2
Ladakh,ssp585,2020-2040,linear,9.479047348762053,9.298854130170282,-0.1801932185917714,2,2
Ladakh,ssp585,2040-2060,linear,18.78979057275503,18.353900598970576,-0.43588997378445526,2,2
Ladakh,ssp585,2060-2080,linear,30.439071795487706,29.841674633270657,-0.5973971622170495,2,2
Lakshadweep,historical,1990-2010,linear,25.173574439718582,25.173574439718582,0.0,1,1
Lakshadweep,ssp245,2020-2040,linear,50.30850050651061,50.30850050651062,7.105427357601002e-15,1,1
Lakshadweep,ssp245,2040-2060,linear,60.92876769794753,60.92876769794753,0.0,1,1
Lakshadweep,ssp245,2060-2080,linear,61.4071049881268,61.4071049881268,0.0,1,1
Lakshadweep,ssp585,2020-2040,linear,51.705525193751285,51.705525193751285,0.0,1,1
Lakshadweep,ssp585,2040-2060,linear,61.42005469576124,61.420054695761245,7.105427357601002e-15,1,1
Lakshadweep,ssp585,2060-2080,linear,62.15848722551727,62.15848722551727,0.0,1,1
Madhya Pradesh,historical,1990-2010,linear,45.27505159442046,45.18300273852823,-0.09204885589223011,52,52
Madhya Pradesh,ssp245,2020-2040,linear,53.97400383139406,53.848887536579824,-0.1251162948142337,52,52
Madhya Pradesh,ssp245,2040-2060,linear,63.198179143409206,63.02903989492216,-0.1691392484870491,52,52
Madhya Pradesh,ssp245,2060-2080,linear,69.39601950374012,69.2105202386069,-0.1854992651332168,52,52
Madhya Pradesh,ssp585,2020-2040,linear,54.73268626448801,54.58859956312003,-0.14408670136798207,52,52
Madhya Pradesh,ssp585,2040-2060,linear,67.96750580570283,67.82073828885852,-0.14676751684430656,52,52
Madhya Pradesh,ssp585,2060-2080,linear,83.17115880144021,83.06583107501596,-0.10532772642424959,52,52
