state,scenario,period,ruler,unweighted_mean,area_weighted_mean,delta_area_minus_unweighted,n_districts_scored,n_districts_with_area
"Dadra, Nagar Haveli, Daman & Diu",ssp585,2040-2060,linear,71.31045706064121,71.70333446082341,0.39287740018220063,3,3
"Dadra, Nagar Haveli, Daman & Diu",ssp585,2060-2080,linear,85.28493893874183,86.77597763579791,1.4910386970560836,3,3
Delhi,historical,1990-2010,linear,44.13911612062793,44.0745732635111,-0.06454285711683383,11,11
Delhi,ssp245,2020-2040,linear,52.940555824785946,52.96137336594088,0.020817541154933394,11,11
Delhi,ssp245,2040-2060,linear,62.99111704809357,62.95879943054235,-0.032317617551221645,11,11
Delhi,ssp245,2060-2080,linear,69.98616461332966,70.00561898614832,0.01945437281865736,11,11
Delhi,ssp585,2020-2040,linear,54.52664203854203,54.50423685160549,-0.022405186936538257,11,11
Delhi,ssp585,2040-2060,linear,67.95308622247552,67.91658677577959,-0.03649944669592742,11,11
Delhi,ssp585,2060-2080,linear,82.26651072374591,82.2323648396354,-0.03414588411051511,11,11
Goa,historical,1990-2010,linear,39.07121956170705,39.000926895218676,-0.07029266648837762,2,2
Goa,ssp245,2020-2040,linear,54.6271312354278,54.54063005013,-0.0865011852977986,2,2
Goa,ssp245,2040-2060,linear,68.36594037440622,68.2697783819349,-0.09616199247132329,2,2
Goa,ssp245,2060-2080,linear,78.67070087143661,78.57695863021546,-0.09374224122115038,2,2
Goa,ssp585,2020-2040,linear,55.87225245183484,55.78776147405687,-0.08449097777796766,2,2
Goa,ssp585,2040-2060,linear,76.70974470276389,76.6174035819632,-0.09234112080068257,2,2
Goa,ssp585,2060-2080,linear,88.21427424176031,88.14592150900442,-0.0683527327558835,2,2
Gujarat,historical,1990-2010,linear,46.84130590043857,47.23429821335995,0.39299231292137904,33,33
Gujarat,ssp245,2020-2040,linear,58.23729499930635,58.900707516667715,0.6634125173613654,33,33
Gujarat,ssp245,2040-2060,linear,68.30241279109971,68.9675474949291,0.6651347038293807,33,33
Gujarat,ssp245,2060-2080,linear,75.89430569986297,76.7338305807682,0.8395248809052305,33,33
Gujarat,ssp585,2020-2040,linear,59.41590405919869,60.0616017704455,0.645697711246811,33,33
Gujarat,ssp585,2040-2060,linear,73.92965959871745,74.70034954207941,0.7706899433619583,33,33
Gujarat,ssp585,2060-2080,linear,87.90060952378805,88.58169493075769,0.6810854069696433,33,33
Haryana,historical,1990-2010,linear,43.52234781688692,43.92485452558631,0.4025067086993914,22,22
